feature,beta,scaler_center_median,scaler_scale_IQR,imputation_value,variable_type,sullivan_point_weight
Age_p21003_i0,0.06285730840445358,67.0,2.0,67.0,continuous,10.0
APOE4status,0.26355625834280505,0.0,1.0,0.0,binary,41.92929430687037
X2188.0.0,0.09133294039192272,0.0,1.0,0.0,binary,14.530202248598284
Depression_ICD,0.4393157147784671,0.0,1.0,0.0,binary,69.89095236972327
Hypertension_status_ICD10,0.03169906046840609,0.0,1.0,0.0,binary,5.0430190654107205
X137.0.0,0.06990417162192332,3.0,4.0,3.0,continuous,11.121088922886562
X2473.0.0,0.09047312305792188,0.0,1.0,0.0,binary,14.393413487541514
X6142.0.0,-0.07828799824821793,0.0,1.0,0.0,binary,-12.454876009719666
X30510.0.0,0.036798981821788875,7229.5,6937.0,7204.5,continuous,5.854368052956843
X2296.0.0,0.08009924014302991,1.0,1.0,1.0,continuous,12.743027370442528
History_of_Diabetes_ICD,0.10107411169743559,0.0,1.0,0.0,binary,16.079929965673532
X1200.0.0,-0.05026337242568452,2.0,1.0,2.0,continuous,-7.996424552936036
X400,0.058065667192940665,223.5,117.5,223.0,continuous,9.237695451309936
StrokeTIA_ICD,0.2646525070081364,0.0,1.0,0.0,binary,42.10369704430188
X1835.0.0,-0.06735375105453659,0.0,1.0,0.0,binary,-10.71534126487739
X1100.0.0,-0.060818018597759864,1.0,1.0,1.0,continuous,-9.675568385211156
X2247.0.0,-0.012334934977402982,0.0,1.0,0.0,binary,-1.9623708508220221
X30890.0.0,-0.046036730493651735,50.2,29.0,50.3,continuous,-7.324006016520734
X92.0.0,0.0012444946487868858,1964.0,1955.0,1964.0,continuous,0.19798726359379248
X1757.0.0,-0.04057839064635211,1.0,1.0,1.0,binary,-6.455636055118936
X48.0.0,-0.0006354557984488151,92.0,17.0,92.0,continuous,-0.10109497440774788
X1528.0.0,0.025150434071262495,2.0,2.0,2.0,continuous,4.001194882452289
X30680.0.0,-0.005954682530584101,2.375,0.11999999999999966,2.375,continuous,-0.9473333621396678
X30880.0.0,-0.011037675074387736,315.6,106.80000000000001,315.6,continuous,-1.7559891370731509
X20015.0.0,-0.02352467972297014,88.0,6.200000000000003,88.0,continuous,-3.742552826411409
31-0.0,0.060430025569129076,0.0,1.0,0.0,binary,9.613842384133564
X2316.0.0,-0.021785105584315866,0.0,1.0,0.0,binary,-3.465803124139554
X2080.0.0,0.04127548900389054,1.0,1.0,1.0,continuous,6.566537774462847
X30870.0.0,-0.027484861225768844,1.573,1.0419999999999998,1.575,continuous,-4.372580042549432
X87.0.0,0.0052817056074126335,62.0,1936.0,62.0,continuous,0.8402691336109473
X1468.0.0,-0.035485044739294265,0.0,1.0,0.0,binary,-5.645333158551229
X30770.0.0,0.02034258025382856,19.536,7.167249999999999,19.529,continuous,3.236311062340564
X2492.0.0,0.03776699323742869,1.0,1.0,1.0,binary,6.0083694634867335
X1150.0.0,0.013726043546052608,1.0,1.0,1.0,binary,2.183682994781254
X3077.0.0,0.001180520205905119,50.0,1.0,50.0,continuous,0.18780953812229673
Hchol_p20002_i0,0.010576667357268048,0.0,1.0,0.0,binary,1.6826471934198612
X22033.0.0,-0.012177551851488395,11.0,6.0,11.0,continuous,-1.9373326921878806
X30620.0.0,-0.01775385131949507,19.69,9.98,19.72,continuous,-2.8244689074591633
X22039.0.0,0.0034491428315119787,160.0,720.0,160.0,continuous,0.5487258234664721
X398,-0.09100936723368856,4.5,1.0,4.5,continuous,-14.478724836273827
X1538.0.0,0.006252491704365071,0.0,1.0,0.0,binary,0.9947119695507146
X2257.0.0,0.030675115450340094,0.0,1.0,0.0,binary,4.8801191506581745
