feature,beta,scaler_center_median,scaler_scale_IQR,imputation_value,variable_type,sullivan_point_weight
Age_p21003_i0,0.05580014050464914,56.0,12.0,56.0,continuous,10.0
APOE4status,0.04418833970350967,0.0,1.0,0.0,binary,7.919037354364367
X2188.0.0,0.05260217255495036,0.0,1.0,0.0,binary,9.426888907307978
Depression_ICD,0.14267263186861898,0.0,1.0,0.0,binary,25.568507637849375
Hypertension_status_ICD10,0.04045977731397304,0.0,1.0,0.0,binary,7.250837891815348
X137.0.0,0.03437177873297233,2.0,3.0,2.0,continuous,6.159801466827587
X2473.0.0,0.05579268511487807,0.0,1.0,0.0,binary,9.998663912007453
X6142.0.0,-0.06901165364067317,1.0,1.0,1.0,binary,-12.367648722125221
X30510.0.0,0.004136346680417683,7520.0,7728.0,7518.0,continuous,0.7412789005563619
X2296.0.0,0.03624882441814329,1.0,1.0,1.0,continuous,6.49618873542498
History_of_Diabetes_ICD,0.08160244936316713,0.0,1.0,0.0,binary,14.624058044507647
X1200.0.0,-0.004488420147176013,2.0,1.0,2.0,continuous,-0.8043743450434588
X400,0.02746611348729667,183.0,87.5,183.0,continuous,4.9222301662498955
StrokeTIA_ICD,0.1890697712287377,0.0,1.0,0.0,binary,33.883386227850956
X1835.0.0,-0.03754936854930612,0.0,1.0,0.0,binary,-6.729260573488626
X1100.0.0,-0.018449709147883513,2.0,1.0,2.0,continuous,-3.3063911633603014
X2247.0.0,0.020898562603041817,0.0,1.0,0.0,binary,3.745252684677487
X30890.0.0,-0.009325881523238636,47.0,29.799999999999997,47.0,continuous,-1.6713007241373568
X92.0.0,-0.002352081947148659,1975.0,1962.0,1975.0,continuous,-0.42151900082629523
X1757.0.0,-0.012859698026900531,1.0,1.0,1.0,binary,-2.3045995781729425
X48.0.0,0.007779842514347321,89.0,19.0,89.0,continuous,1.3942334990534875
X1528.0.0,0.0016017299159390961,2.0,3.0,2.0,continuous,0.28704764924483367
X30680.0.0,-0.004417852946459574,2.376,0.11699999999999999,2.376,continuous,-0.7917279251459033
X30880.0.0,-0.001823411969938888,300.1,110.19999999999999,300.1,continuous,-0.3267755158765175
X20015.0.0,-0.015702025645241348,89.0,7.0,89.0,continuous,-2.8139760049408995
31-0.0,0.018119317414292263,0.0,1.0,0.0,binary,3.24718132435215
X2316.0.0,0.004929426557394932,0.0,1.0,0.0,binary,0.8834075528867573
X2080.0.0,0.009650411515417805,2.0,1.0,2.0,continuous,1.7294600744981554
X30870.0.0,-0.0008876190431586701,1.473,1.1070000000000002,1.472,continuous,-0.1590711125691011
X87.0.0,-0.00975689254669631,58.0,1957.0,58.0,continuous,-1.7485426485410709
X1468.0.0,-0.002232568166200436,0.0,1.0,0.0,binary,-0.4001008144440826
X30770.0.0,-0.007799867759851369,21.53,7.237250000000003,21.536,continuous,-1.397822243691573
X2492.0.0,0.03499069892113464,0.0,1.0,0.0,binary,6.270718783982148
X1150.0.0,-0.0007035344496964295,1.0,1.0,1.0,binary,-0.12608112512509043
X3077.0.0,-0.00033380051556091247,50.0,1.0,50.0,continuous,-0.05982073029602873
Hchol_p20002_i0,0.018042005473653894,0.0,1.0,0.0,binary,3.233326172745152
X22033.0.0,-0.0048111681453166955,10.0,7.0,10.0,continuous,-0.8622143424380517
X30620.0.0,-0.002390567974297134,20.21,12.249999999999998,20.21,continuous,-0.4284161209411215
X22039.0.0,-9.347278381076284e-05,240.0,960.0,240.0,continuous,-0.016751352768184322
X398,-0.04416952794381874,4.5,1.0,4.5,continuous,-7.915666079754518
X1538.0.0,0.0013129476728750266,0.0,1.0,0.0,binary,0.23529468940416642
X2257.0.0,0.020403280217160858,0.0,1.0,0.0,binary,3.656492623967659
